callsign,count
Atlas Ukraine,1
JETALLIANCE,1
JETCLUB,1
JETCORP,1
JETCRAFT,1
JETFLITE,1
LINEFLYER,1
JIC-JET,1
KEN JET,1
JETNOVA,1
JETPRO,1
JETRAN AIR,1
JETRIDER,1
MEXJETS,1
JET PERSONALES,1
SERVIJETS,1
JETSGO,1
JETSTAR,1
STREAM-AIR,1
VANNIN,1
JETT PAQUETERIA,1
JETTIME,1
JETTRAIN,1
JETWAYS,1
JETBIRD,1
JIBAIRLINE,1
JIGSAW,1
HANKINS,1
SHANHIL,1
LADYBLUE,1
JOBAIR,1
AIR JOHNSON,1
JOHNSONSAIR,1
JOHNSTON,1
JOICOMAR,1
JOMARTAXI,1
 H Air Taxi,1
JORDAN AVIATION,1
ISLANDIC,1
JUNKERS,1
JAEMCO,1
JUBA CARGO,1
JUBBA,1
DUKE,1
JUNEYAO AIRLINES,1
MELODY,1
JUSTICE,1
KAY DEE,1
SKY CAMEL,1
KAY-MILE AIR,1
KALININGRAD AIR,1
CITY,1
KLM HELI,1
KLM,1
KABO,1
KAHAMA,1
KAISER,1
CONNIE,1
KALITTA,1
KALLAT EL SKER,1
KAMGAR,1
KAMPUCHEA,1
KANFEY HAEMEK,1
K-STATE,1
AVIAKARAT,1
KARIBU AIR,1
KARLOG,1
KARTHAGO,1
KARTIKA,1
KATAVIA,1
KATEKAVIA,1
KATO-AIR,1
AIR MINVODY,1
ANTOL,1
KAZWEST,1
KAZAVAIA,1
KAMA,1
KAKAIR,1
SPAKAZ,1
KEENAIR,1
KELIX,1
KELNER,1
FLIGHTCRAFT,1
KENDELL,1
KENMORE,1
BOREK AIR,1
DEKAIR,1
KENYA,1
KEVIS,1
KEY AIR,1
KEY LIME,1
FOOTPRINT,1
KEYSTONE,1
KHALIFA AIR,1
WEST-KHARKOV,1
KHAZAR,1
PHOTROS AIR,1
KHORIV-AVIA,1
AIRCOMPANY KHORS,1
KHYBER,1
AVIATION PLANT,1
KING,1
SEA BREEZE,1
KINGFISHER,1
KNIGHT FLIGHT,1
KINGSTON AIR,1
KINNARPS,1
KINSHASA AIRWAYS,1
VYATKA-AVIA,1
KISHAIR,1
AIR KITTYHAWK,1
CARGO HAWK,1
KIWI AIR,1
KNIGHTAIR,1
RIZZ,1
KNIGHT-LINER,1
KOANDA,1
KODA AIR,1
KOGALYM,1
COMJET,1
KOMI AVIA,1
KOMIINTER,1
KNAAPO,1
AUTOFLEX,1
KOREANAIR,1
KOSMAS CARGO,1
KOSMOS,1
KOSOVA,1
WOKAIR,1
KRASNOJARSKY AIR,1
KREMENCHUK,1
AVIAMONTAG,1
KROONK,1
Krylo,1
CRIMEA AIR,1
OPTIC,1
AIR KUBAN,1
KUNPENG,1
SWECOAST,1
KUWAITI,1
KUZU CARGO,1
PEGASO,1
KWENA,1
BERMET,1
DINARA,1
ALTYN AVIA,1
KYRGYZ,1
FLIGHT RESCUE,1
KEMIN,1
AIRKIBRIS,1
STAR SHIP,1
ELJAY,1
LADY RACINE,1
PHOTOFLIGHT,1
LEX,1
FLIGHT INTERNATIONAL,1
LAB,1
LACSA,1
LADE,1
AIR BARINAS,1
LAN,1
LAN AR,1
LAN CARGO,1
LANCANA,1
LANEX,1
LANPERU,1
INTERNACIONAL,1
LASTP,1
BUSRE,1
POLLOT,1
FUN JET,1
BILLA TRANSPORT,1
LTU,1
JET-FLEET,1
LUKOIL,1
AIR SASK,1
TAXIVALENCIANA,1
SKYLAB,1
LAB AIR,1
HAVASU,1
LAKELAND,1
LAKER,1
LAKER BAHAMAS,1
LAMAIR,1
TICOS,1
ISLANDIA,1
PROFLIGHT,1
Lankair,1
AEROLANZA,1
BARAKA,1
LAVIE,1
LAO,1
NAKLOA,1
LAOAG AIR,1
LAREDO AIR,1
LATCHARTER,1
LATVIAN AIRFORCE,1
LAUDA AIR,1
LAUDA ITALY,1
LAUGHLIN EXPRESS,1
LAUS AIR,1
LAWRENCE,1
LAYANG,1
LEASE-A-PLANE,1
LAT,1
LEBANESE AIR,1
LADCO-AIR,1
LECONTE,1
LIAT,1
LEGENDARY,1
LEISURE WORLD,1
LENTINI,1
LEO CHARTER,1
LEONAVIA,1
LIBYAN AIRWAYS,1
LIBAIR,1
LIBAC,1
CONGOLAISE,1
LATCHAD,1
LIMAIR EXPRESS,1
LINACONGO,1
LINDSAY AIR,1
COSTA NORTE,1
LINEAS DECARGA,1
SAPSA,1
AGUAS NEGRAS,1
LASER,1
AEREOTUY,1
AEROLAIRE,1
LINEAS AZTECA,1
CANEDO,1
LINEAS COMERCIALES,1
LINEAS DURANGO,1
ELDORADRO,1
FEDERALES,1
LINEAS MONARCA,1
LINEAS JOSE,1
HUMAYA,1
LECA,1
SANTOMENSES,1
MOZAMBIQUE,1
WORLDGATE,1
LION INTER,1
LIONSAIR,1
LITHUANIAN AIRFORCE,1
LITTLE RED,1
LIVINGSTON,1
LLOYDAEREO,1
ELNAIR,1
LOCKHEED,1
CATBIRD,1
LIGHTNING,1
LOGAN,1
AEROTRAINING,1
LOMAS,1
LONDON CITY,1
LONEX,1
LOVEAIR,1
MUSTANG,1
LONE STAR,1
LONG ISLAND,1
LONGTAIL,1
LORRAINE,1
CEDROS,1
LOTUS FLOWER,1
TWENTAIR,1
LUCKY AIR,1
LUGO,1
AIR SANTE,1
WALTER,1
LUFTHANSA,1
LUFTHANSA CARGO,1
HANSALINE,1
LUFTHANSA TECHNIK,1
Garfield,1
LUFT TRANSPORT,1
Silver Wings,1
UNIVERSITY,1
LUXAIR,1
RED LION,1
LUX RESCUE,1
LUX EXPRESS,1
LISBON JET,1
UKRAINE WEST,1
LYDDAIR,1
LYNCH AIR,1
LYNDEN,1
LYNX FLIGHT,1
LYNX AIR,1
LAPA,1
SURAMERICANO,1
JONAH,1
MAC FOTO,1
MANAG'AIR,1
MAPJET,1
TRAFALGAR,1
MAS CARGA,1
MAKAVIO,1
DISCOVERY,1
MAG AVACION,1
SALLINE,1
MONGOL AIR,1
MUNCIE,1
KRUGER-AIR,1
BLACK SEA,1
SKYRUNNER,1
MTC AVIACION,1
MAC AVIATION,1
MAC DAN,1
MACAIR,1
MADINA AIR,1
MAGIC BLUE,1
MAGNA AIR,1
MAHALO,1
MAHAN AIR,1
MAHFOOZ,1
MAINE-AV,1
MAGIC AIR,1
MAKAIR,1
MALAWI EXPRESS,1
AEROKEY,1
MALAYSIAN,1
MALI AIREXPRESS,1
AVION EXPRESS,1
MALI AIRWAYS,1
MALILA,1
MALL-AIRWAYS,1
SCANWING,1
LOGIC,1
Scanwings,1
MALTA CHARTER,1
MALTA WINGS,1
MALEV,1
MANAF,1
MANDALA,1
TULCA,1
MANHATTAN,1
MANITOULIN,1
TEEMOL,1
MANNION,1
MANTRUST,1
MANX,1
MAPLE AIR,1
MARCH,1
MARCOPOLO,1
MARGHI,1
MARKAIR,1
GOSHAWK,1
AVIAMARS,1
MARSHALL,1
MARSLANDAIR,1
MARTIN,1
MARTINAIR,1
MARTEX,1
SEAHORSE,1
MARVIN,1
TROOPER,1
RESEARCH,1
MASSEY,1
MASTER AIRWAYS,1
MASTERJET,1
MAURIA,1
NAVALE,1
MAUR-FRET,1
MAURITANIENNE,1
MAURI-TRANS,1
MAV-AIR,1
Mavial,1
MAX AVIA,1
MAXESA,1
MAX AVIATION,1
MAXAIR,1
CARGO MAX,1
MAX-JET,1
MAXSUS-AVIA,1
BEECHNUT,1
MYLAND,1
MAYAIR,1
MBACHI AIR,1
MACLINE,1
MCCALL,1
DACO,1
MID-SOUTH,1
MED-TRANS,1
MEDAVIA,1
MARS,1
MEDIC,1
MED-FREIGHT,1
MEDJET,1
MEGLA,1
MEGA AIR,1
MEKONG AIRLINES,1
MENAJET,1
MERCHANT,1
MERCAIR,1
AIR POLTAVA,1
MERIDIAN,1
HASSIMAIR,1
DIESEL,1
MERIDIAN CHERRY,1
MERAIR,1
AVALON,1
MERPATI,1
AIR SHUTTLE,1
MESABA,1
META,1
METMAN,1
METHOW,1
EAGLE EXPRESS,1
METRO,1
METROJET,1
METROPIX,1
METRO REGIONAL,1
MEX BLUE,1
MEJETS,1
MEXICANA,1
TRANSMEX,1
HURRICANE CHARTER,1
BISCAYNE,1
NIGHT OWL,1
MIAPET,1
WIZARD,1
NILE,1
MID PAC,1
MAJOR,1
CEDAR JET,1
MIDLINE FREIGHT,1
MIDSTATE,1
MIDWAY,1
PALM,1
FAIRFAX,1
NIGHTTRAIN,1
MIDWEST,1
HELICOPTERSMEXICO,1
MILLARDAIR,1
MILLEN,1
NIGERJET,1
MILLER TIME,1
MILL AIR,1
MIMINO,1
ORMINE,1
MINEBEA,1
MINES,1
MINILINER,1
MINISTIC,1
 Fisheries and Food,1
LISLINE,1
MIRAMICHI,1
MIRAS,1
MISSI,1
MISIONAIR,1
MARIANNE,1
BULLDOG,1
VALAIR,1
AIRMERCI,1
MOBIL,1
MOZAMBIQUE EXPRESS,1
MOFAZ AIR,1
MOLDAERO,1
MOLDAVIAN,1
MOLDOVA-STATE,1
SKYROVER,1
MONARCH,1
MONARCH AIR,1
EAST WIND,1
MONDEAIR CARGO,1
MONTERREY AIR,1
MONKY,1
MONTAIR,1
MONTSERRAT,1
MOONEY FLIGHT,1
MORNINGSTAR,1
WASATCH,1
MORRISON,1
GROMOV AIRLINE,1
MOSPHIL,1
MOTOR SICH,1
MOUNTCOOK,1
MOUNTAIN,1
MOUNTAIN LEONE,1
PIKES PEAK,1
MOUNTAIN AIR,1
MOUNTAIN BIRD,1
MOUNTAIN HIGH,1
MOUNTAIN PACIFIC,1
MOUNTAIN VALLEY,1
MOHAWK AIR,1
MUDANJIANG,1
MULTITAXI,1
WEBER,1
YORKAIR,1
MURMAN AIR,1
MURRAY AIR,1
MUSRATA AIR,1
MUSTIQUE,1
FRANKY,1
ASEISA,1
UNIONAIR,1
assignment postponed,1
MYFLUG,1
VIKING,1
NELCARGO,1
HELGA,1
WARBIRDS,1
AIR NACOIA,1
NADA AIR,1
NAHANNI,1
NAKHEEL,1
MED RESCUE,1
NAMIBIAN AIR FORCE,1
NINGHANG,1
ACK AIR,1
NANYAH,1
NAPIER,1
AIR BANE,1
NASAIRWAYS,1
NASHVILLE JET,1
NATALCO,1
NATCA,1
NASAIR,1
SHERLOCK,1
NATION AIR,1
RED ROCK,1
KUSWAG,1
AEROMED,1
NATCOM,1
NATIONAL FREIGHT,1
GRID,1
JETEX,1
AIR INDIANA,1
NATIONAL JET,1
NOAA,1
NAT AIRLINE,1
PANDER,1
NATIONS EXPRESS,1
NATIONWIDE,1
ZAMNAT,1
SCIENCE,1
NATUREAIR,1
NATURELINK,1
AIR NAURU,1
NAV CAN,1
NAV DISPATCH,1
NAYSA,1
NAVID,1
NAVIERA,1
NAVLINES,1
NEBRASKA,1
NECON AIR,1
NETHERLANDS COASTGUARD,1
NEFTEAVIA,1
NEILTOWN AIR,1
NELAIR,1
COLLEGE,1
RussianConnecty,1
MOONFLOWER,1
SKY KINGDOM,1
NERICAIR,1
EXECJET,1
NETWORK,1
ENGAIR,1
NEW ENGLAND,1
NEWHEIGHTS,1
NEW WORLD,1
NEW YORK,1
GRAY RIDER,1
KIWI RESCUE,1
HAVEN-AIR,1
NALAIR,1
NEXTJET,1
NEXTFLIGHT,1
NEXUS AVIATION,1
NICA,1
NICON AIRWAYS,1
NIGERIA,1
NIGERIAN AIRFORCE,1
AIR GLOBAL,1
EXECUTIVE,1
FLYNIKI,1
AIR NIKOLAEV,1
NILE SAFARIS,1
NILE WINGS,1
NIMBUS,1
NIPPON CARGO,1
VARTOSKAVIA,1
NORTHOLT,1
GRIFTER,1
NOBIL AIR,1
NOK AIR,1
NOLINOR,1
NOMAD AIR,1
NORDEX,1
NORDESTE,1
NORTH RIDER,1
NORDVIND,1
NORESTAIR,1
COUNTY,1
NORONTAIR,1
LIFEGUARD SWEDEN,1
NORSE AIR,1
NORSEMAN,1
NORSKE,1
HELIDOC,1
TIC-TAC,1
NORTH-ADRIA,1
NORTHAM,1
HAMMER,1
JET GROUP,1
MASS AIR,1
NORTH ATLANTIC,1
TEESAIR,1
NORTH CARIBOU,1
NORTH COAST,1
NORTH FLYING,1
NORTH SEA,1
SKY BOX,1
NORVAN,1
HALANT,1
PHOTO,1
NORTHEAST SWAN,1
VYBORG AIR,1
NORTHWRIGHT,1
NORTHAFRICAN AIR,1
GREAT LAKES,1
NORTON,1
TOP HAT,1
NORTHEAST,1
NORTHEAST EXPRESS,1
YUKON,1
BEIYA,1
NORTHERN DAKOTA,1
LANNA AIR,1
NEATAX,1
ILLINOIS COMMUTER,1
NORTAX,1
THUNDERBIRD,1
KOKEE,1
NORTHSTAR,1
NORTHUMBRIA,1
NORTHWAY,1
NORTHWEST,1
TERRITORIAL,1
POLARIS,1
NORTHWINDS,1
MANITOBA,1
NOR SHUTTLE,1
SPRIT,1
NOUVELAIR,1
NOVANILE,1
PATROL,1
NAVIGATOR,1
SADKO AVIA,1
NARPAIR,1
NAKAIR,1
NOVSIB,1
NOY AVIATION,1
AERO CONTINENTE,1
NUEVO HORIZONTE,1
NUNASI,1
NURVINDO,1
NYASA,1
NAS EXPRESS,1
O-BIRD,1
OCONNOR,1
J-PAT,1
OASIS,1
BLUE OCEAN,1
OCEANCARGO,1
OCEANSKY,1
TUCKERNUCK,1
OCEANAIR,1
ODESSA AIR,1
ODYSSEY,1
FOCA,1
OKADA AIR,1
OKAPI,1
OKAYJET,1
OKLAHOMA,1
OLIMEX,1
PONTA,1
OLYMPIC,1
OLAVIA,1
OMAN AIR,1
OMAN,1
OMNI,1
OMNI-EXPRESS,1
OMNIFLYS,1
OMSK,1
ON AIR,1
THAI EXPRESS,1
ZEDTIME,1
MEDICAL,1
ONUR AIR,1
MISTRAL,1
TURISTICA AURORA,1
OPERADORA,1
OPERADORA AEREO,1
OPERADORA DE VUELOS,1
APOLLO,1
ORANGE SERVICES,1
ORANGE SIERRA,1
ORANGE AVIATION,1
OREX,1
ORCA TAXI,1
BLUELIGHT,1
ORPRISE,1
ORENBURG,1
ORGANIZACION,1
MAMBRA,1
ORIENTSYR,1
ORIENTROC,1
ORIENT LINER,1
ORIENT THAI,1
ORIENTAL BRIDGE,1
ORIENTAL AIR,1
ORIGIN,1
ORION CHARTER,1
ORIONIX,1
ORLAN,1
ORANGE,1
ORSCOM,1
OSH AVIA,1
AIR COLLEGE,1
OLTRA,1
FINN FLIGHT,1
OUR AIRLINE,1
OOTBAS,1
OVERLAND,1
OXOE,1
WOODSTOCK,1
OZARK,1
AUSJET,1
KNOTTSBERRY,1
PACAIR,1
GENERAL,1
PEEBEE AIR,1
DISPATCH,1
OSPREY,1
PLUNA,1
MULTITRADE,1
PRONTO,1
BLUE STREAK,1
KING STAR,1
WISCAIR,1
PACE,1
AIR BOATS,1
PACIFIC CHARTER,1
PACIFIC EXPRESS,1
PAK EXPRESS,1
PACIFIC AIRLINES,1
PACIFIC ALASKA,1
PACAV,1
BLUEBIRD,1
SAGE BRUSH,1
PASCO,1
PAC-EAST CARGO,1
PACIFIC SING,1
ROAD RUNNERS,1
PACIFIC ISLE,1
PACIFIC JET,1
PACIFIC PEARL,1
PACRIM,1
SMILEY,1
TSUNAMI,1
PACIFIC WEST,1
RACE CITY,1
PAISAJES,1
PLATINUM WEST,1
PAKISTAN,1
PAKKER AVIO,1
LINEASPAL,1
PALAU ASIAPAC,1
TRANS PACIFIC,1
PALESTINIAN,1
PALMER,1
PAMIR,1
PANAFRICAN,1
PANNEX,1
CLIPPER,1
PANANK,1
PAN MALAYSIA,1
PANAIRSA,1
PANWAYS,1
PANAGRA,1
PANAMEDIA,1
KUBAN LIK,1
PANNON,1
PANORAMA,1
LANI,1
AIRFED,1
PANTANAL,1
PAPAIR TERMINAL,1
SEA RAY,1
PARADISE ISLAND,1
PARAGON EXPRESS,1
PARAMOUNT,1
PARAWAY,1
AIR PARCEL,1
PARIZAIR,1
PARSAVIA,1
TURISMO REGIONAL,1
PASCAN,1
PASSAREDO,1
PATRIA,1
BYTE,1
ENTEL,1
PAWAN HANS,1
PAYAMAIR,1
GOLDCREST,1
PEARL LINE,1
PEARL SERVICES,1
PEARL AIRWAYS,1
PEAU,1
PECOTOX,1
SUNTURK,1
PEGAVIATION,1
HELIFALCON,1
PELICAN AIRWAYS,1
PELICAN EXPRESS,1
PELITA,1
PEM-AIR,1
PENDLEY,1
PENINSULA,1
PENINTER,1
PENA DEL AIRE,1
CVETA,1
PERFORADORA CENTRAL,1
PERIMETER,1
PERM AIR,1
PERSONSPAQ,1
PEMEX,1
PETROLEUM,1
HELICOPTERS,1
PETROKAM,1
PETTY,1
NEW BIRD,1
PHETCHABUN AIR,1
PHILIPPINE,1
PHILAIR,1
BEACHBALL,1
PADA,1
PHILLIPS,1
PHOEBUS,1
CARZAM,1
GRAY BIRD,1
PHOENIX BRASIL,1
PAPAGO,1
WINDYCITY,1
PHOENIX ARMENIA,1
PHOENIX GROUP,1
PHUKET AIR,1
PIEDMONT,1
PILATUS WINGS,1
PILATUS MEXICO,1
MIKISEW,1
PINEAPPLE AIR,1
PINFRAMAT,1
PINNACLE GROUP,1
FLAGSHIP,1
PIONEER,1
PRINAIR EXPRESS,1
PLANAR,1
PLANEMASTER,1
PLANET,1
PLAYERS AIR,1
LIBELLE,1
LIZARD,1
POCONO,1
PODILIA,1
POINTAIR NIGER,1
POINT AIRLINE,1
POINTAIR BURKINA,1
POINTSCALL,1
POLAR,1
POLAR MEXICO,1
POLESTAR,1
POLET,1
AIRPOL,1
SPECIAL,1
POLISH AIRFORCE,1
POLISH NAVY,1
HUMMEL,1
POLICE PHOENIX,1
POLICE IKARUS,1
SPERBER,1
BUSSARD,1
POLICE EDELWEISS,1
ADEBAR,1
IBIS,1
POLICE MERLIN,1
PASSAT,1
HABICHT,1
CHUKKA,1
POLYAIR,1
POLYNESIAN,1
POLYBLUE,1
POND AIR,1
PONT,1
POOLEX,1
TOWNSEND,1
PORTEADORA,1
PORTER AIR,1
PORTUGALIA,1
PORTUGUESE AIR FORCE,1
PORTUGUESE ARMY,1
PORTUGUESE NAVY,1
DISTRICT,1
POTOSINA,1
POWELL AIR,1
PRAIRIE,1
PRATT,1
PRECISION AIR,1
PRECISION,1
BALLISTIC,1
PREMIERE,1
ADUR,1
BLUE SHUTTLE,1
PREMIUM,1
PRESIDENTIAL,1
PRIESTER,1
PRIMAVIA,1
WHITECAP,1
PRIMAC,1
CARRIERS,1
PRIME AIR,1
PRAVI,1
COMET,1
PRINCELY JETS,1
PRINCETON,1
PRIORITY AIR,1
PAT,1
BANKCHECK,1
PRIVATAIR,1
PEE JAY,1
PRIVATE FLIGHT,1
PRIVATE WINGS,1
PRIVILEGE,1
PROHAWK,1
POP-AIR,1
PROBIZ,1
AIR PROFESSIONAL,1
VOLARE,1
TOTOLAPA,1
PROPAIR,1
PROFLIGHT-ZAMBIA,1
AIR PROP,1
PROTEUS,1
PLANTATION,1
SPEEDAIR,1
PROVINCIAL,1
PSKOVAVIA,1
UDARA,1
PTARMIGAN,1
PUBLISERVICIOS,1
PUBLIVOO,1
TAXIVALLARTA,1
PUMA BRASIL,1
PUNTAVIA,1
MANGO,1
PYAIR,1
QANAT SHARQ,1
QANTAS,1
QATAR CARGO,1
QATARI,1
AMIRI,1
QESHM AIR,1
AIR QUANTEX,1
QUEBEC,1
QUEEN AIR,1
LABQUEST,1
DAGOBERT,1
QUICK,1
QUISQUEYA,1
QURINEA AIR,1
QWEST AIR,1
Q-CHARTER,1
RA JET,1
CHURCH FENTON,1
COLT,1
TYPHOON,1
COTTESMORE,1
CRANWELL,1
KINLOSS,1
JAVELIN,1
LEUCHARS,1
LINTON ON OUSE,1
LOSSIE,1
MARHAM,1
SCAMPTON,1
SAINT ATHAN,1
TOPCLIFFE,1
ANGLESEY,1
VULCAN,1
STRIKER,1
MITAVIA,1
RAKAIR,1
RHEINTRAINER,1
RABBIT,1
Fastcargo,1
GREENBRIER AIR,1
RAJI,1
RALEIGH SERVICE,1
RAM EXPRESS,1
RAM FLIGHT,1
RANGEMILE,1
RASLAN,1
RATH AVIATION,1
LORRY,1
RAVEN,1
RAVEN U-S,1
RAY AVIATION,1
RAYTHEON,1
NEWPIN,1
KANSAS,1
BALEARES,1
AEROREUS,1
AEROCLUB,1
REAL,1
REBUS,1
PASSION,1
RED BARON,1
RED DEVILS,1
RED AVIATION,1
RED SKY,1
STARLINE,1
REDAIR,1
REED AVIATION,1
REEF AIR,1
REEM AIR,1
REEVE,1
CALYPSO,1
REGENCY,1
REGENT,1
GERMAN LINK,1
REGIONAIR,1
TRANSCANADA,1
REGIONAL WINGS,1
MAROC REGIONAL,1
REGIONAL SERVICES,1
REX,1
GEODATA,1
CORP-X,1
RELIANCE AIR,1
RELIANT,1
RELIEF,1
RENAN,1
RENO AIR,1
RENOWN,1
BRICKYARD,1
PUBLIC EXPRESS,1
REPUBLICAIR,1
RESORT AIR,1
RHOADES EXPRESS,1
RIAU AIR,1
RICHAIR,1
RIVER CITY,1
RICHARDSON,1
RICHLAND,1
HELIPRO,1
RICO,1
AKRID,1
SPORT CLUB,1
RIJNMOND,1
RIMROCK,1
RIO EXPRESS,1
RIO,1
GRANDE,1
RIO SUL,1
RIVER,1
GARDEN CITY,1
RIVNE UNIVERSAL,1
ROADAIR,1
ROBIN,1
ROBLEX,1
ROCKWELL,1
ROCKY MOUNTAIN,1
LIFECARE,1
RODZE AIR,1
AIR FRONTIER,1
ROLLRIGHT,1
MERLIN,1
ROLLS,1
ROMAF,1
AEROMAVIA,1
RONSO,1
RORAIMA,1
ROSBALT,1
ENERGY,1
ROSS CHARTER,1
CATCHER,1
ROSWELL,1
ROTATUR,1
ROCKET,1
ROTTERDAM JETCENTER,1
ROVERAIR,1
ROVOS,1
ROYAL CARGO,1
RAFAIR,1
MAJAN,1
AIR CADET,1
ASCOT,1
KITTY,1
VORTEX,1
AIR ROYAL,1
ROYALAIR MAROC,1
ROYAL PAKISTAN,1
ROYAL AMERICAN,1
ROYAL ARUBAN,1
AUSSIE,1
ROY EXPRESS,1
ROYAL BAHRAIN,1
BRUNEI,1
DARLINES,1
ROYAL GHANA,1
ROYALJET,1
JORDANIAN,1
JORDAN AIR FORCE,1
KHMER AIR,1
ANGKASA,1
NAVY,1
NETHERLANDS NAVY,1
NETHERLANDS AIR FORCE,1
KIWI,1
NORWEGIAN,1
PHNOM-PENH AIR,1
ROYAL RWANDA,1
ARSAF,1
ROYAL SKY,1
SWAZI NATIONAL,1
TONGA ROYAL,1
ROYAL WEST,1
RUBYSTAR,1
RUMUGU AIR,1
CGI-RUSAIR,1
RUSLINE AIR,1
MIG AVIA,1
RUSSIAN AIRFORCE,1
RADUGA,1
ROSTUERTOL,1
RUTACA,1
RUTLAND,1
RWANDAIR,1
ARCTIC TRANPORT,1
RYAN AIR,1
RYAN INTERNATIONAL,1
RYANAIR,1
RYAZAN AIR,1
RYNES AVIATION,1
REGIONAL EUROPE,1
SOUTH ASIAN,1
AIR AZORES,1
SPRINGBOK,1
SKY WORKER,1
SASCO,1
SINGA,1
MEDICAL AIR,1
SAYAKHAT,1
SHAHEEN AIR,1
SAJEN,1
RED ARROWS,1
SAM,1
AEREOS,1
SAVSER,1
SECRETARIA DEMARINA,1
SPRINGBANK,1
SCANDINAVIAN,1
SHAMWING,1
SABAH AIR,1
SUCKLING,1
SWISS AMBULANCE,1
STA-MALI,1
SABER EXPRESS,1
S-BAR,1
SIBERIAN AIRLINES,1
SOBGHANA,1
SKY BAHAMAS,1
STABAIR,1
SKIBBLE,1
FREIGHTER,1
SEABORNE,1
BLACK FIN,1
STARAV,1
SCIBE AIRLIFT,1
AIRMIL,1
SOUTH CENTRAL,1
SEA-COASTER,1
SCENIC,1
SOCOFER,1
SAN CRISTOBAL,1
SKYCAM,1
SWIFTAIR,1
SOUTH AMERICAN,1
AEROCHISA,1
SRILANKAN,1
CAROLINA,1
SCORPIO,1
SICHART,1
SOUTHERN CHARTERS,1
SAAB-CRAFT,1
SACSA,1
SUN COUNTRY,1
SAINT ANDREWS,1
SU-CRAFT,1
SUNDANCE,1
SKY DANCE,1
SUNDORPH,1
ARCOS,1
SADELCA,1
SKYDRIFT,1
BLUE NILE,1
SUD LINES,1
SELVA,1
SERVICIO TECNICO,1
SUDANA,1
SOUTHEAST AIR,1
SERVILUCE,1
SEDONA AIR,1
SHAHEEN CARGO,1
AIR CRETE,1
SPICEJET,1
SKALA,1
SENTEL,1
SELCON AIR,1
SKY EYES,1
SERVISAL,1
SAETA,1
CARGOPRESS,1
SEFA,1
SHUSWAP,1
SEFOFANE,1
SWIFTWING,1
AERO GULF,1
STARFLYER,1
SOUTHFLIGHT,1
SAFIRAN,1
SAFE AIR,1
CARGO,1
SOUTHERN FRONTIER,1
SKYFREIGHT,1
SAINTS,1
SWAMP FOX,1
SONGBIRD,1
SOUTHERNRIGHT,1
AIR BISHKEK,1
STAC,1
SERVISAIR,1
SERAGRI,1
SKYWARD,1
SIGMA,1
NEXTIME,1
SAGOLAIR,1
SASKATCHEWAN,1
SKYGATE,1
RAUSHAN,1
SKAGWAY AIR,1
SHABAIR,1
SKY HARBOR CHEYENNE,1
SHELL,1
SHOP AIR,1
SEOUL AIR,1
SHARJAH,1
SAMSON,1
SHELTAM,1
SUGAR ALFA,1
SAF,1
SHANGHAI CARGO,1
SHOOTER,1
SHURA AIR,1
SATAIR,1
SATA,1
SHAVANO,1
SHAWNEE,1
SLIM AIR,1
ANTALYA BIRD,1
SINGAPORE,1
SIBAVIA,1
SEREX,1
BLUEJET,1
SERVICIOS INTEGRALES,1
SIRIO,1
SALAIR,1
SLOVENIAN,1
SIRIO EXECUTIVE,1
SERVICIOJAL,1
SERVIEJECUTIVO,1
SUNBIZ,1
SPIRIT JET,1
SERVICIOS JALISCO,1
SWISS JET,1
SRIWIJAYA,1
NAJIM,1
SALDUERO,1
SPEED AVIATION,1
SPUTTER,1
SERVICIOS PRIVADOS,1
SPEEDWING,1
SLOVAK AEROCLUB,1
SINGCARGO,1
SLOVAK AIRFORCE,1
ALQUILER,1
SAIR,1
SEARCA,1
SIEMREAP AIR,1
CHKALOVSK-AVIA,1
Starline,1
SERVICIOS PERSONAL,1
SIRAIR,1
SAEREO,1
SEAIR,1
WHITESTAR,1
PHOTO CHARLIE,1
STAR-UP,1
SARIA,1
SIERRA EX,1
STRATO,1
SASIR,1
SOUTHERN SKIES,1
STAR SERVICE,1
SUNSET,1
SEVERSTAL,1
SLOVAK GOVERNMENT,1
BLACKBIRD,1
SKYSTAR,1
DOPE,1
STARSPEED,1
SUNSTATE,1
SAESA,1
SUNFLIGHT,1
SASCA,1
SKYTOUR,1
STREAMLINE,1
SIERRA SKY,1
SPECSAVERS,1
STAR,1
STATUS-ALPHA,1
STADIUM,1
AERO AGUASCALINETES,1
SEMITRANS,1
 Marshall,1
SONTAIR,1
STELLAVIA,1
STAPLEFORD,1
SLOPS,1
STERA,1
FUEGUINO,1
STARSOM,1
SOUTHERN AVIATION,1
SIERRA WHISKEY,1
STARSAWAY,1
STYRIAN,1
AIR SILESIA,1
SUB AIR,1
SUDANAIR,1
SUNFLOWER,1
SUNU AIR,1
LIGHT AIR,1
SWISS AIR FORCE,1
SKYCARGO,1
SUMES,1
SUNSCAN,1
SISTEMAS AERONAUTICOS,1
SUNSTAR,1
DANCEAIR,1
SAUDIA,1
GRENADINES,1
SWEDEFORCE,1
SAHEL AIRLINES,1
SILVER,1
SETRA,1
SEVAVIA,1
SAVANAIR,1
SERVIORIENTE,1
AEREOS SAAR,1
SIERRA SERVICES,1
SECURITY AIR,1
SOUTHWEST,1
SWISSBOOGIE,1
SAINT CLAIR,1
SOUTHERN WINDS,1
SWEDELINE,1
AIR SEATTLE,1
SUNWING,1
